986872859422285824	1524123799554
1007250265567875077	1528982151773
959581266021625862	1517616976634
953926449467199488	1516268763306
1012440618642141186	1530219628378
961515809079209984	1518078207641
1003918633591066625	1528187828811
966946304394801154	1519372938618
1012729059304882177	1530288397991
974416372552949760	1521153941654
953881844759646208	1516258128715
966587353748951041	1519287358115
989417197117300736	1524730416932
1001720715916337152	1527663804402
955855440079826945	1516728670507
939728991975628800	1512883825664
973232417782796290	1520871664840
945790370469810178	1514328970912
949119958755110912	1515122806620
951398460690923525	1515666043814
948695634323935232	1515021639792
997371858659012608	1526626956034
986866552636141568	1524122295899
963321192798130176	1518508644662
939076656127467520	1512728296678
989805258271547392	1524822937921
974836923054346240	1521254208707
975350574634979334	1521376672787
969389137798352898	1519955355487
963657817944096771	1518588902351
1008294765127983105	1529231179874
943554444284674049	1513795884568
974325779684298754	1521132342631
979968867480072192	1522477759605
964266094537183232	1518733926792
966392558845923328	1519240915391
963321190545870848	1518508644125
943896236939194378	1513877374287
972185146584653824	1520621975929
981126568847097856	1522753777120
1008170748119314434	1529201611915
1016181957645004801	1531111633107
952003110926471168	1515810203664
952170158126129154	1515850030820
976090018891665408	1521552970036
972833548540489728	1520776567002
956144115963457536	1516797496201
940644556793458688	1513102113327
959827002508414976	1517675564778
980005127015882752	1522486404552
963494874006761472	1518550053489
966915318290382848	1519365550955
953881693227769856	1516258092587
954084479236296704	1516306440539
982039239020998657	1522971374646
957693036615651328	1517166787662
937978212679933952	1512466407352
1008046575862665217	1529172006942
940598549728972802	1513091144388
956303139916976128	1516835410466
951550708066799616	1515702342417
949143680421478402	1515128462306
1012689369143087105	1530278935119
987679060099846144	1524316012774
1006409714106806272	1528781748688
983290634449629184	1523269730566
968829745734529024	1519821986026
940599602448912385	1513091395376
982026360016261120	1522968304052
1001523862738227202	1527616870947
951196959460618241	1515618002177
963725308930162689	1518604993456
1004546766753021952	1528337587427
996094187572523008	1526322335509
955185786156183552	1516569012570
1002496718519169024	1527848817840
993543998781308931	1525714323121
951453885067034624	1515679258015
1012690188567392256	1530279130485
967313763882930176	1519460547787
994587148790755328	1525963029464
986990602339397633	1524151871653
983050343306203136	1523212440693
1005450449296740352	1528553042135
939026991151382528	1512716455625
995962350225195008	1526290903036
951242333718114304	1515628820243
1015980346083545088	1531063565165
953881605600399361	1516258071695
953884988910354432	1516258878339
1010473581216706560	1529750650110
965914004324519936	1519126819102
963582985416056832	1518571060886
984363540101427200	1523525531207
981809695915696129	1522916647305
958305995117203457	1517312928357
937913181514502144	1512450902714
995092920641323014	1526083614870
977182247412477952	1521813377608
953936753311846400	1516271219934
949079760273051648	1515113222555
977116158607478784	1521797620809
991640556127379456	1525260507028
1007150653406367744	1528958402383
953894768945360896	1516261210081
960405894755430400	1517813583445
1002029598828384262	1527737447827
991314883949006848	1525182860730
991457208272637952	1525216793493
942780037329285121	1513611251562
997359010130079745	1526623892706
1016389148486393856	1531161031253
983774754288087040	1523385153730
999590840950386688	1527156002639
1010145914692882432	1529672528323
961280945142812679	1518022211715
949496946955247616	1515212687611
971038014947364864	1520348478434
992789257591902208	1525534378799
986865977806721025	1524122158849
1012603840842162177	1530258543583
973645981353959426	1520970266079
956195516236402688	1516809750981
966329762066165762	1519225943472
973357006445834241	1520901369092
999329944214831109	1527093800010
962163249188950021	1518232569392
968742603557687296	1519801209712
956151744815403009	1516799315061
956145085871218688	1516797727445
1012366359114678273	1530201923527
989481212619165696	1524745679417
1001910636392124417	1527709084972
995252255291985920	1526121603211
983780164973879299	1523386443738
955609674375610370	1516670075397
944241354812428288	1513959656800
949197164646977536	1515141213939
966372045125644288	1519236024539
974616161252933633	1521201574992
1006944631857164289	1528909283018
972551166784606208	1520709241945
948714664791339009	1515026177009
973909484211974144	1521033090056
949244402022658048	1515152476207
980841787811037184	1522685880030
938810996478509057	1512664958482
964342596653993984	1518752166318
965360289741914112	1518994803258
985535972141076481	1523805060788
995015894991454208	1526065250524
950763921518088204	1515514757886
992007828909867008	1525348071683
940656849086533632	1513105044038
958962037190782977	1517469340976
950431424011698176	1515435484303
941205149485355008	1513235769040
954051043549171713	1516298468850
966941386745380864	1519371766159
1009851425583706113	1529602316648
1015220071763972096	1530882301642
974000450969260034	1521054778221
953884891120222208	1516258855024
1008732030610345988	1529335432089
943732305142648832	1513838289901
962662122520899584	1518351510063
972167052340285440	1520617661925
959486685728813056	1517594426935
964929227912032256	1518892030109
1014208434013659136	1530641108407
986874195794644994	1524124118170
938541099869790210	1512600610116
949631484616421378	1515244763889
966171913625243648	1519188309471
963775783079759872	1518617027431
1004821288299450370	1528403038464
974709027010527232	1521223715914
973492276063326208	1520933619882
1001515630670082048	1527614908269
979113984040284160	1522273939510
955659047344189440	1516681846830
981008242565373953	1522725565936
992835267777171456	1525545348482
982311774551789568	1523036352180
941636761087815685	1513338673265
958250367317405696	1517299665656
968564806314635264	1519758819546
981577270627205120	1522861232798
938965923343536128	1512701895925
986847082542764033	1524117653867
993446902837506048	1525691173644
1016090178169995264	1531089751175
1006910056363896832	1528901039578
949210072764375040	1515144291474
953881977593253889	1516258160385
974535121649876992	1521182253645
